player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,cal_source,role_bucket,role_source,minutes_mean,minutes_q50,p_inactive_used,mean,median,mode,p0,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status
Jarrett Allen,9,CLE,DET,True,21709227,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,26.922796,27.481426,0.0,11.051918,11,10,0.020540523508,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Jarrett Allen,9,CLE,DET,True,21709227,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,26.922796,27.481426,0.0,6.722625,6,6,0.021077154038,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Jarrett Allen,9,CLE,DET,True,21709227,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,26.922796,27.481426,0.0,1.270012,1,0,0.377338270396,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Jarrett Allen,9,CLE,DET,True,21709227,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,26.922796,27.481426,0.0,0.0,0,0,1.0,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Jarrett Allen,9,CLE,DET,True,21709227,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,26.922796,27.481426,0.0,1.431184,1,0,0.311638989401,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Deandre Ayton,22,LAL,OKC,True,21708303,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.351806,27.900162,0.0,10.540554,10,9,0.023517698496,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Deandre Ayton,22,LAL,OKC,True,21708303,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.351806,27.900162,0.0,6.644653,6,5,0.022273097636,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Deandre Ayton,22,LAL,OKC,True,21708303,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.351806,27.900162,0.0,0.978273,0,0,0.503106327341,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Deandre Ayton,22,LAL,OKC,True,21708303,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.351806,27.900162,0.0,0.0,0,0,1.0,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Deandre Ayton,22,LAL,OKC,True,21708303,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.351806,27.900162,0.0,1.390093,1,0,0.3330196157,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Lonzo Ball,27,CLE,DET,True,21709227,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:bench,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,bench,derived_from_projected_minutes,16.730915,15.591599,0.0,3.663911,2,0,0.265965433201,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes
Lonzo Ball,27,CLE,DET,True,21709227,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:bench,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,bench,derived_from_projected_minutes,16.730915,15.591599,0.0,2.67941,2,1,0.174425842773,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes
Lonzo Ball,27,CLE,DET,True,21709227,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:bench,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,bench,derived_from_projected_minutes,16.730915,15.591599,0.0,1.87554,2,0,0.282861728223,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes
Lonzo Ball,27,CLE,DET,True,21709227,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:bench,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,bench,derived_from_projected_minutes,16.730915,15.591599,0.0,1.331225,1,1,0.238293564306,,,,,morning,2026-05-09T15:47:38Z,de67595f#phase10c,82abf4cc-8919-43a9-b1f2-03dbaae1341a,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes
